Price,Price,SMA_50,SMA_200
Ticker,IBM,,
Date,,,
2016-03-17,94.644287109375,83.87454711914063,91.91523101806641
2016-03-18,94.67648315429688,84.04559097290038,91.85673210144043
2016-03-21,95.66769409179688,84.26589569091797,91.8080097579956
2016-03-22,95.32657623291016,84.4950521850586,91.76064952850342
2016-03-23,93.58870697021484,84.6690625,91.71104804992676
2016-03-24,95.23003387451172,84.8801040649414,91.66858890533447
2016-03-28,95.51966857910156,85.11898452758788,91.6174362564087
2016-03-29,96.11827850341797,85.34766403198242,91.56971477508544
2016-03-30,95.52610778808594,85.60120010375977,91.52463542938233
2016-03-31,97.48287200927734,85.91833831787109,91.4916248703003
2016-04-01,98.17158508300781,86.32889511108398,91.4602426147461
2016-04-04,97.88192749023438,86.7202783203125,91.42637916564941
2016-04-05,96.549560546875,87.09023895263672,91.38247310638428
2016-04-06,96.56242370605469,87.46580871582032,91.342575340271
2016-04-07,95.42312622070312,87.81209381103515,91.2946647644043
2016-04-08,96.13114929199219,88.19331085205079,91.24750843048096
2016-04-11,96.0667724609375,88.55718338012696,91.20519515991211
2016-04-12,96.3113784790039,88.8931983947754,91.16689060211182
2016-04-13,97.34125518798828,89.24930130004883,91.13567611694336
2016-04-14,97.29618835449219,89.62858749389649,91.11203060150146
2016-04-15,97.65662384033203,89.99239944458007,91.09115749359131
2016-04-18,98.177978515625,90.32930114746094,91.06716304779053
2016-04-19,92.6875228881836,90.54467041015624,91.01383808135986
2016-04-20,94.04570770263672,90.79093643188476,90.96843109130859
2016-04-21,96.09895324707031,91.11572875976563,90.9324451828003
2016-04-22,95.58407592773438,91.48017181396484,90.89964443206787
2016-04-25,95.78356170654297,91.87872787475585,90.86568111419678
2016-04-26,95.95733642578125,92.23969360351562,90.82288299560547
2016-04-27,96.8520736694336,92.59667007446289,90.7769522857666
2016-04-28,94.66360473632812,92.86662246704101,90.72248970031738
2016-04-29,93.93626403808594,93.04028335571289,90.66464069366455
2016-05-02,93.5050048828125,93.19720840454102,90.59690399169922
2016-05-03,92.77122497558594,93.33057556152343,90.52077152252197
2016-05-04,92.84846496582031,93.48312408447265,90.4428030014038
2016-05-05,94.27739715576172,93.6591015625,90.40375034332276
